"worker_id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","completion_code","curiosity_1_1","curiosity_2_1","curiosity_3_1","enjoy_1_1","enjoy_2_1","enjoy_3_1","comp_1","comp_2","study_purpose","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","participantId","length","length_text","chatbot_farewell_message","actual_farewell","condition","id"
"Anonymized","2025-06-02 20:28:56","2025-06-02 20:29:23","0","Anonymized","100","27","1","2025-06-02 20:29:24","R_1gmw5FC3AbjdHwZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-02 19:31:31","2025-06-02 19:32:08","0","Anonymized","100","37","1","2025-06-02 19:32:09","R_62gtuRpGZoyvTyi","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-03 07:16:52","2025-06-03 07:17:07","0","Anonymized","100","15","1","2025-06-03 07:17:08","R_11HHILTXu10Hyqu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-02 16:32:21","2025-06-02 16:33:46","0","Anonymized","100","85","1","2025-06-02 16:33:47","R_1QQxmz39k22qK14","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-02 21:53:06","2025-06-02 21:53:49","0","Anonymized","100","43","1","2025-06-02 21:53:50","R_7RgtAert91ntk0X","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-04 05:19:24","2025-06-04 05:20:08","0","Anonymized","100","43","1","2025-06-04 05:20:09","R_5q55DJrvNHb2kqf","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","","","","","","","","","","","","","","","","","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-02 13:42:45","2025-06-02 13:43:20","0","Anonymized","20","35","0","2025-06-06 17:10:42","R_3X7cDSFNSdBHB6N","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-02 13:56:34","2025-06-02 13:57:27","0","Anonymized","20","53","0","2025-06-06 17:10:44","R_3Sl1fMeEZWFsFhv","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","","","","","","","","","","","","","","","","","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-03 05:25:15","2025-06-03 05:27:17","0","Anonymized","100","121","1","2025-06-03 05:27:17","R_7MmWAyvQiB4idcV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-03 08:02:08","2025-06-03 08:02:51","0","Anonymized","100","43","1","2025-06-03 08:02:52","R_6JFrpxMso0x7mRp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-02 20:19:06","2025-06-02 20:20:28","0","Anonymized","100","82","1","2025-06-02 20:20:29","R_506ms5Uwi3wAgEm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-03 11:25:25","2025-06-03 11:26:18","0","Anonymized","100","53","1","2025-06-03 11:26:18","R_7zwCHFlYiYr5dR0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-03 00:26:48","2025-06-03 00:27:02","0","Anonymized","100","14","1","2025-06-03 00:27:03","R_6n5zJUSx94mWVZn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-02 23:17:48","2025-06-02 23:18:53","0","Anonymized","100","64","1","2025-06-02 23:18:53","R_3P0aJvs4n1bW6Cx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-02 14:41:11","2025-06-02 14:42:49","0","Anonymized","100","97","1","2025-06-02 14:42:49","R_7UWvE4nlnpuFBZl","","","","","Anonymized","Anonymized","anonymous","EN","1","3","2","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-02 13:42:48","2025-06-02 13:44:10","0","Anonymized","100","81","1","2025-06-02 13:44:12","R_3K3JSDVMW8H0Gyr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-02 13:39:11","2025-06-02 13:39:55","0","Anonymized","20","43","0","2025-06-06 17:10:45","R_7esHJhAnXv7tFku","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-02 21:09:10","2025-06-02 21:10:37","0","Anonymized","100","86","1","2025-06-02 21:10:38","R_1IaCqUy1mtHBDIk","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-02 22:07:33","2025-06-02 22:08:39","0","Anonymized","100","66","1","2025-06-02 22:08:40","R_1jT28uRvCfpRCdD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-03 04:35:25","2025-06-03 04:35:54","0","Anonymized","100","29","1","2025-06-03 04:35:54","R_7HB3YCaCAwgPv8G","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-02 20:19:40","2025-06-02 20:20:20","0","Anonymized","100","40","1","2025-06-02 20:20:20","R_5OBuZ7tgN4cW2JC","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-02 13:45:42","2025-06-02 13:46:15","0","Anonymized","20","33","0","2025-06-06 17:10:40","R_1CknSI7DLgy3Ct7","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-03 06:29:59","2025-06-03 06:30:57","0","Anonymized","100","58","1","2025-06-03 06:30:58","R_1Nlf5ZyWqxA2eis","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-03 16:06:18","2025-06-03 16:07:26","0","Anonymized","100","67","1","2025-06-03 16:07:27","R_5jDGU14Vr67U0mn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-04 07:56:12","2025-06-04 07:56:40","0","Anonymized","100","28","1","2025-06-04 07:56:41","R_7wcpr4zc6tCo2tt","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","","","","","","","","","","","","","","","","","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",NA
"Anonymized","2025-06-03 08:09:06","2025-06-03 08:09:47","0","Anonymized","100","41","1","2025-06-03 08:09:48","R_1e4edIvZHPalMWf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-03 09:19:39","2025-06-03 09:20:13","0","Anonymized","100","33","1","2025-06-03 09:20:14","R_5G21YinUKlzIwni","","","","","Anonymized","Anonymized","anonymous","EN","1","1","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-02 19:32:47","2025-06-02 19:35:24","0","Anonymized","20","156","0","2025-06-06 17:10:44","R_3wHm7b6q033pXtR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","2025-06-03 07:46:44","2025-06-03 07:47:36","0","Anonymized","100","52","1","2025-06-03 07:47:36","R_5JIgJ0Mm24cUfq9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",NA
"Anonymized","{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","Anonymized","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","Anonymized","Anonymized","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID60""}","{""ImportId"":""QID30""}","{""ImportId"":""QID31""}","{""ImportId"":""QID167_TEXT""}","{""ImportId"":""QID1218839100_1""}","{""ImportId"":""QID1218839101_1""}","{""ImportId"":""QID1218839102_1""}","{""ImportId"":""QID1218841771_1""}","{""ImportId"":""QID1218841772_1""}","{""ImportId"":""QID1218841773_1""}","{""ImportId"":""QID175""}","{""ImportId"":""QID176""}","{""ImportId"":""QID210_TEXT""}","{""ImportId"":""QID12""}","{""ImportId"":""QID12_4_TEXT""}","{""ImportId"":""QID13""}","{""ImportId"":""QID13_6_TEXT""}","{""ImportId"":""QID14_TEXT""}","{""ImportId"":""QID15""}","{""ImportId"":""QID15_8_TEXT""}","Anonymized","{""ImportId"":""length""}","{""ImportId"":""length_text""}","{""ImportId"":""chatbot_farewell_message""}","{""ImportId"":""actual_farewell""}","{""ImportId"":""condition""}",NA
"Anonymized","2025-06-02 19:37:46","2025-06-02 19:50:20","0","Anonymized","100","754","1","2025-06-02 19:50:21","R_714IBg6popLKcFg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7949-5419-0031-2537","90","95","90","5","8","9","2","1","to help train ai","1","","3","","22","2","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",542
"Anonymized","2025-06-02 20:05:18","2025-06-02 20:24:22","0","Anonymized","100","1144","1","2025-06-02 20:24:23","R_3DXPCPb8zWGUjDh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6674-2917-8440-9908","0","0","0","0","0","0","2","1","See how people interact with AI.","1","","3","","45","5","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",686
"Anonymized","2025-06-02 18:16:08","2025-06-02 18:29:13","0","Anonymized","100","784","1","2025-06-02 18:29:13","R_5VmbhH2BcjLLLSF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9690-7634-5402-3283","60","60","60","68","70","75","2","1","To get an understanding od how user react to certan chatbots.","1","","1","","60","4","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",497
"Anonymized","2025-06-02 17:13:56","2025-06-02 17:29:12","0","Anonymized","100","916","1","2025-06-02 17:29:13","R_1QFwkGaIMOwzKSt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5778-1371-5861-7200","83","94","86","50","65","66","2","1","To see how long we would interact with the chat bot even after the time was up","1","","1","","31","4","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",472
"Anonymized","2025-06-03 06:07:08","2025-06-03 06:26:44","0","Anonymized","100","1176","1","2025-06-03 06:26:45","R_6CII67ITb2gUPTZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7382-0135-5828-6305","44","63","64","46","5","12","2","1","Teaching AI","1","","3","","53","4","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1080
"Anonymized","2025-06-03 06:03:20","2025-06-03 06:22:21","0","Anonymized","100","1141","1","2025-06-03 06:22:21","R_5FA40DkjAYeggAV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4337-4292-9821-7105","0","0","8","25","50","20","2","1","To see how the bot interacts","2","","3","","48","4","","Anonymized","long","15","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1076
"Anonymized","2025-06-03 06:37:55","2025-06-03 06:51:08","0","Anonymized","100","792","1","2025-06-03 06:51:09","R_3hWvMRlqQuLc6vD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4433-3816-5502-2369","18","10","61","30","40","45","2","1","To examine interactions between real people and chatbots.","1","","3","","28","4","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1112
"Anonymized","2025-06-02 19:45:59","2025-06-02 19:59:17","0","Anonymized","100","798","1","2025-06-02 19:59:17","R_7psw0V3MzbypRvO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3891-5320-5359-3003","80","80","70","50","60","55","2","1","Probably the study on how people interreact with ai chatbots if I had to guess.","2","","3","","19","1","","Anonymized","short","5","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",608
"Anonymized","2025-06-03 07:35:05","2025-06-03 07:36:21","0","Anonymized","28","75","0","2025-06-06 17:10:47","R_3JdPYDfGdGbBNRC","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","Anonymized","long","15","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1171
"Anonymized","2025-06-02 13:43:59","2025-06-02 13:52:34","0","Anonymized","100","514","1","2025-06-02 13:52:34","R_5an4SbGdrSxsb4h","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8065-4802-0247-4055","60","85","75","20","35","15","2","1","How people interact with chatbots","2","","2","","20","3","","Anonymized","short","5","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",189
