"id","worker_id","username","room_id","latest_conversation_summary","create_date","local_time","condition","after_farewell_duration","after_farewell_n_msgs","chatbot_farewell_message","chat_duration","sent_farewell_message","actual_end_date","clicked_on_end_button_dates","user_sent_farewell_date","exceeded_time_limit","after_farewell_n_words"
31,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 18:37:21.226 +0300","","control",0,0,"","short","false","","","","false",0
32,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 18:37:23.969 +0300","","intervention",0,0,"fomo","short","false","","","","false",0
19,"Anonymized","Anonymized",11,"Anonymized","2025-06-02 17:25:22.431 +0300","Europe/Istanbul","intervention",0,0,"fomo","short","false","","","","false",0
9,"Anonymized","Anonymized",4,"Anonymized","2025-05-30 21:44:25.804 +0300","Europe/Istanbul","control",4,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-05-30 21:45:48.349 +0300","[1748630747502]","2025-05-30 21:45:44.314 +0300","false",0
332,"Anonymized","Anonymized",295,"Anonymized","2025-06-02 23:19:42.746 +0300","America/Chicago","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:50:45.254 +0300","[1748897443577]","2025-06-02 23:50:39.977 +0300","false",0
95,"Anonymized","Anonymized",72,"Anonymized","2025-06-02 18:53:27.814 +0300","America/New_York","intervention",5,0,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:59:54.951 +0300","[1748879992653]","2025-06-02 18:59:49.245 +0300","false",0
34,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 18:37:47.147 +0300","","intervention",0,0,"fomo","long","false","","","","false",0
20,"Anonymized","Anonymized",12,"Anonymized","2025-06-02 17:25:34.925 +0300","Europe/Istanbul","intervention",0,0,"fomo","long","false","","","","false",0
11,"Anonymized","Anonymized",6,"Anonymized","2025-05-30 22:07:02.612 +0300","Europe/Istanbul","control",0,0,"","short","false","","","","false",0
200,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 22:45:53.448 +0300","","intervention",0,0,"fomo","long","false","","","","false",0
10,"Anonymized","Anonymized",5,"Anonymized","2025-05-30 21:55:08.357 +0300","America/New_York","intervention",27,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-05-30 22:27:33.623 +0300","[1748633240928]","2025-05-30 22:27:06.086 +0300","false",0
12,"Anonymized","Anonymized",NA,"Anonymized","2025-05-30 22:27:58.861 +0300","","intervention",0,0,"fomo","long","false","","","","false",0
24,"Anonymized","Anonymized",16,"Anonymized","2025-06-02 17:52:17.798 +0300","Europe/Istanbul","intervention",30,1,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 17:58:22.131 +0300","[1748876300637]","2025-06-02 17:57:51.782 +0300","false",1
13,"Anonymized","Anonymized",7,"Anonymized","2025-05-30 22:29:05.614 +0300","America/New_York","control",0,0,"","short","false","","","","false",0
292,"Anonymized","Anonymized",258,"Anonymized","2025-06-02 23:05:16.842 +0300","America/New_York","control",8,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:12:33.464 +0300","[1748895149800]","2025-06-02 23:12:25.392 +0300","false",0
466,"Anonymized","Anonymized",420,"Anonymized","2025-06-03 01:57:56.385 +0300","Europe/Istanbul","control",0,0,"","short","false","","","","false",0
21,"Anonymized","Anonymized",13,"Anonymized","2025-06-02 17:27:18.067 +0300","Europe/Istanbul","intervention",0,0,"fomo","short","false","","","","false",0
15,"Anonymized","Anonymized",8,"Anonymized","2025-05-30 22:33:55.395 +0300","Europe/Istanbul","intervention",0,0,"fomo","short","false","","","","false",0
25,"Anonymized","Anonymized",17,"Anonymized","2025-06-02 18:03:53.848 +0300","Europe/Istanbul","control",10,1,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 18:05:21.507 +0300","[1748876720286]","2025-06-02 18:05:11.134 +0300","false",1
22,"Anonymized","Anonymized",14,"Anonymized","2025-06-02 17:29:02.189 +0300","Europe/Istanbul","intervention",0,0,"fomo","long","false","","","","false",0
30,"Anonymized","Anonymized",18,"Anonymized","2025-06-02 18:27:06.060 +0300","Europe/Istanbul","intervention",41,3,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:29:25.712 +0300","[1748878125822,1748878135953,1748878164832]","2025-06-02 18:28:43.861 +0300","false",5
78,"Anonymized","Anonymized",53,"Anonymized","2025-06-02 18:43:56.462 +0300","America/New_York","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 19:00:44.382 +0300","[1748880042529]","2025-06-02 19:00:37.699 +0300","false",0
59,"Anonymized","Anonymized",51,"Anonymized","2025-06-02 18:40:08.999 +0300","America/Detroit","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:49:44.102 +0300","[1748879380638]","2025-06-02 18:49:35.091 +0300","false",0
61,"Anonymized","Anonymized",67,"Anonymized","2025-06-02 18:40:27.924 +0300","America/New_York","control",11,1,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:57:19.062 +0300","[1748879836912]","2025-06-02 18:57:07.921 +0300","false",2
192,"Anonymized","Anonymized",157,"Anonymized","2025-06-02 22:44:24.745 +0300","America/Chicago","intervention",7,0,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 22:51:42.452 +0300","[1748893899368]","2025-06-02 22:51:35.312 +0300","false",0
79,"Anonymized","Anonymized",75,"Anonymized","2025-06-02 18:44:01.504 +0300","","control",0,0,"","short","false","","","","false",0
249,"Anonymized","Anonymized",220,"Anonymized","2025-06-02 22:55:42.809 +0300","America/New_York","intervention",96,4,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:05:18.911 +0300","[1748894715423]","2025-06-02 23:03:42.121 +0300","false",4
45,"Anonymized","Anonymized",25,"Anonymized","2025-06-02 18:38:49.186 +0300","America/Los_Angeles","intervention",8,0,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 18:55:11.285 +0300","[1748879708511]","2025-06-02 18:55:02.478 +0300","false",0
54,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 18:39:40.715 +0300","","control",0,0,"","long","false","","","","false",0
96,"Anonymized","Anonymized",77,"Anonymized","2025-06-02 18:53:35.896 +0300","America/New_York","control",21,1,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 19:12:23.412 +0300","[1748880740329]","2025-06-02 19:12:02.331 +0300","false",8
355,"Anonymized","Anonymized",318,"Anonymized","2025-06-02 23:30:55.700 +0300","America/New_York","intervention",48,3,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:37:36.521 +0300","[1748896655155]","2025-06-02 23:36:48.076 +0300","false",8
232,"Anonymized","Anonymized",200,"Anonymized","2025-06-02 22:51:08.779 +0300","America/Los_Angeles","control",10,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 22:58:23.403 +0300","[1748894298981]","2025-06-02 22:58:12.709 +0300","false",0
57,"Anonymized","Anonymized",41,"Anonymized","2025-06-02 18:40:05.647 +0300","America/Chicago","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:47:04.142 +0300","[1748879222569]","2025-06-02 18:46:58.785 +0300","false",0
196,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 22:44:41.546 +0300","","intervention",0,0,"fomo","long","false","","","","false",0
1272,"Anonymized","Anonymized",1161,"Anonymized","2025-06-04 14:23:18.199 +0300","Africa/Lagos","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-04 14:30:23.651 +0300","[1749036619461]","2025-06-04 14:30:13.830 +0300","false",0
60,"Anonymized","Anonymized",48,"Anonymized","2025-06-02 18:40:25.164 +0300","America/Chicago","control",14,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:48:32.827 +0300","[1748879308688]","2025-06-02 18:48:18.194 +0300","false",0
70,"Anonymized","Anonymized",50,"Anonymized","2025-06-02 18:41:57.021 +0300","America/New_York","control",0,0,"","long","false","","","","false",0
42,"Anonymized","Anonymized",33,"Anonymized","2025-06-02 18:38:43.401 +0300","America/New_York","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:45:29.053 +0300","[1748879125512]","2025-06-02 18:45:21.745 +0300","false",0
58,"Anonymized","Anonymized",38,"Anonymized","2025-06-02 18:40:07.233 +0300","America/Chicago","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:46:20.056 +0300","[1748879178251]","2025-06-02 18:46:13.787 +0300","false",0
63,"Anonymized","Anonymized",42,"Anonymized","2025-06-02 18:40:41.886 +0300","America/Chicago","intervention",9,0,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:47:02.113 +0300","[1748879219788]","2025-06-02 18:46:52.412 +0300","false",0
72,"Anonymized","Anonymized",84,"Anonymized","2025-06-02 18:42:15.665 +0300","America/New_York","intervention",233,7,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 19:27:44.565 +0300","[1748881661244]","2025-06-02 19:23:50.754 +0300","false",16
39,"Anonymized","Anonymized",21,"Anonymized","2025-06-02 18:38:14.416 +0300","America/New_York","control",4,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 18:54:40.580 +0300","[1748879679293]","2025-06-02 18:54:35.791 +0300","false",0
80,"Anonymized","Anonymized",57,"Anonymized","2025-06-02 18:44:30.404 +0300","America/Chicago","intervention",72,2,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:53:00.755 +0300","[1748879577217]","2025-06-02 18:51:48.072 +0300","false",3
173,"Anonymized","Anonymized",154,"Anonymized","2025-06-02 22:42:20.890 +0300","America/New_York","control",0,0,"","long","false","","","","false",0
53,"Anonymized","Anonymized",36,"Anonymized","2025-06-02 18:39:32.359 +0300","America/New_York","intervention",96,5,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 18:57:56.747 +0300","[1748879875173]","2025-06-02 18:56:19.957 +0300","false",15
49,"Anonymized","Anonymized",30,"Anonymized","2025-06-02 18:39:08.918 +0300","America/New_York","control",8,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:45:55.124 +0300","[1748879150877]","2025-06-02 18:45:46.699 +0300","false",0
510,"Anonymized","Anonymized",NA,"Anonymized","2025-06-03 03:44:29.760 +0300","","control",0,0,"","short","false","","","","false",0
345,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 23:23:55.164 +0300","","intervention",0,0,"fomo","long","false","","","","false",0
97,"Anonymized","Anonymized",74,"Anonymized","2025-06-02 18:53:50.515 +0300","America/Chicago","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 19:00:46.855 +0300","[1748880044747]","2025-06-02 19:00:39.684 +0300","false",0
82,"Anonymized","Anonymized",58,"Anonymized","2025-06-02 18:45:14.898 +0300","America/Los_Angeles","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 19:00:48.213 +0300","[1748880045205]","2025-06-02 19:00:40.958 +0300","false",0
1068,"Anonymized","Anonymized",980,"Anonymized","2025-06-03 14:57:12.919 +0300","Europe/Istanbul","intervention",0,0,"fomo","short","false","","","","false",0
103,"Anonymized","Anonymized",81,"Anonymized","2025-06-02 18:56:46.892 +0300","America/Chicago","control",3,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 19:03:38.556 +0300","[1748880216877]","2025-06-02 19:03:34.899 +0300","false",0
104,"Anonymized","Anonymized",83,"Anonymized","2025-06-02 18:57:44.292 +0300","America/Los_Angeles","intervention",67,3,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 19:16:38.609 +0300","[1748880995043]","2025-06-02 19:15:31.031 +0300","false",6
40,"Anonymized","Anonymized",26,"Anonymized","2025-06-02 18:38:32.306 +0300","America/Denver","control",18,1,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:45:19.013 +0300","[1748879116351]","2025-06-02 18:45:00.292 +0300","false",1
288,"Anonymized","Anonymized",250,"Anonymized","2025-06-02 23:04:12.777 +0300","America/Chicago","intervention",31,1,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:11:46.111 +0300","[1748895103124]","2025-06-02 23:11:14.809 +0300","false",1
51,"Anonymized","Anonymized",34,"Anonymized","2025-06-02 18:39:26.070 +0300","America/Chicago","intervention",43,3,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:46:12.569 +0300","[1748879170592]","2025-06-02 18:45:29.108 +0300","false",8
48,"Anonymized","Anonymized",31,"Anonymized","2025-06-02 18:39:07.248 +0300","America/Phoenix","intervention",63,3,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:46:19.823 +0300","[1748879177835]","2025-06-02 18:45:16.682 +0300","false",4
117,"Anonymized","Anonymized",96,"Anonymized","2025-06-02 22:37:42.180 +0300","America/New_York","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 22:44:03.539 +0300","[1748893441676]","2025-06-02 22:43:58.316 +0300","false",0
44,"Anonymized","Anonymized",27,"Anonymized","2025-06-02 18:38:48.431 +0300","America/Denver","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 18:55:13.835 +0300","[1748879711280]","2025-06-02 18:55:06.642 +0300","false",0
98,"Anonymized","Anonymized",73,"Anonymized","2025-06-02 18:54:08.032 +0300","America/Denver","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 19:01:53.130 +0300","[1748880109431]","2025-06-02 19:01:43.521 +0300","false",0
68,"Anonymized","Anonymized",47,"Anonymized","2025-06-02 18:41:37.596 +0300","America/Chicago","control",8,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 18:58:07.123 +0300","[1748879883824]","2025-06-02 18:57:59.085 +0300","false",0
164,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 22:41:43.743 +0300","","intervention",0,0,"fomo","short","false","","","","false",0
87,"Anonymized","Anonymized",64,"Anonymized","2025-06-02 18:47:30.273 +0300","America/Indianapolis","intervention",37,0,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:55:16.564 +0300","[1748879714121]","2025-06-02 18:54:39.554 +0300","false",0
35,"Anonymized","Anonymized",20,"Anonymized","2025-06-02 18:37:53.700 +0300","America/New_York","intervention",42,2,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:47:31.518 +0300","[1748879249223]","2025-06-02 18:46:48.629 +0300","false",3
106,"Anonymized","Anonymized",85,"Anonymized","2025-06-02 19:13:11.750 +0300","America/Los_Angeles","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 19:30:11.024 +0300","[1748881809092]","2025-06-02 19:30:04.397 +0300","false",0
64,"Anonymized","Anonymized",44,"Anonymized","2025-06-02 18:40:50.622 +0300","America/Chicago","intervention",79,4,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 18:58:47.078 +0300","[1748879923660]","2025-06-02 18:57:27.188 +0300","false",15
67,"Anonymized","Anonymized",46,"Anonymized","2025-06-02 18:41:33.338 +0300","America/Chicago","intervention",53,2,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:48:49.124 +0300","[1748879326190]","2025-06-02 18:47:55.490 +0300","false",8
184,"Anonymized","Anonymized",167,"Anonymized","2025-06-02 22:43:30.220 +0300","America/New_York","control",0,0,"","long","false","","","","false",0
71,"Anonymized","Anonymized",49,"Anonymized","2025-06-02 18:42:03.759 +0300","America/New_York","intervention",41,2,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:49:46.624 +0300","[1748879347877,1748879385094]","2025-06-02 18:49:05.214 +0300","false",14
142,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 22:40:15.355 +0300","","control",0,0,"","long","false","","","","false",0
364,"Anonymized","Anonymized",328,"Anonymized","2025-06-02 23:37:37.511 +0300","America/New_York","intervention",37,2,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 23:44:11.854 +0300","[1748897049642]","2025-06-02 23:43:34.703 +0300","false",5
672,"Anonymized","Anonymized",614,"Anonymized","2025-06-03 05:03:08.558 +0300","America/New_York","intervention",14,1,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-03 05:09:41.416 +0300","[1748916579809]","2025-06-03 05:09:27.405 +0300","false",1
319,"Anonymized","Anonymized",287,"Anonymized","2025-06-02 23:16:16.593 +0300","America/New_York","control",8,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:23:50.763 +0300","[1748895828095]","2025-06-02 23:23:42.114 +0300","false",0
545,"Anonymized","Anonymized",494,"Anonymized","2025-06-03 04:38:48.883 +0300","America/New_York","control",8,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-03 04:45:26.309 +0300","[1748915123095]","2025-06-03 04:45:18.050 +0300","false",0
165,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 22:41:45.642 +0300","","intervention",0,0,"fomo","long","false","","","","false",0
37,"Anonymized","Anonymized",24,"Anonymized","2025-06-02 18:38:05.983 +0300","America/Los_Angeles","intervention",6,0,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:48:32.890 +0300","[1748879311291]","2025-06-02 18:48:26.852 +0300","false",0
202,"Anonymized","Anonymized",172,"Anonymized","2025-06-02 22:46:02.683 +0300","Africa/Nairobi","intervention",35,1,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 22:53:53.028 +0300","[1748894029568]","2025-06-02 22:53:17.184 +0300","false",1
77,"Anonymized","Anonymized",55,"Anonymized","2025-06-02 18:43:31.767 +0300","America/Chicago","intervention",605,15,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 19:01:26.855 +0300","[]","2025-06-02 18:51:21.164 +0300","true",57
81,"Anonymized","Anonymized",56,"Anonymized","2025-06-02 18:45:00.077 +0300","America/Chicago","intervention",57,3,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:52:14.650 +0300","[1748879530344]","2025-06-02 18:51:17.416 +0300","false",7
83,"Anonymized","Anonymized",59,"Anonymized","2025-06-02 18:45:32.364 +0300","America/New_York","control",21,1,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:52:34.554 +0300","[1748879551551]","2025-06-02 18:52:12.705 +0300","false",2
216,"Anonymized","Anonymized",179,"Anonymized","2025-06-02 22:48:29.073 +0300","America/New_York","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 22:55:30.271 +0300","[1748894127111]","2025-06-02 22:55:20.776 +0300","false",0
176,"Anonymized","Anonymized",149,"Anonymized","2025-06-02 22:42:37.721 +0300","Europe/London","control",5,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 22:49:32.589 +0300","[1748893769676]","2025-06-02 22:49:26.849 +0300","false",0
100,"Anonymized","Anonymized",78,"Anonymized","2025-06-02 18:55:07.791 +0300","America/New_York","intervention",38,1,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 19:12:49.546 +0300","[1748880765700]","2025-06-02 19:12:11.005 +0300","false",1
107,"Anonymized","Anonymized",86,"Anonymized","2025-06-02 22:31:27.192 +0300","Europe/Istanbul","intervention",0,0,"fomo","short","false","","","","false",0
93,"Anonymized","Anonymized",70,"Anonymized","2025-06-02 18:50:52.309 +0300","America/Chicago","control",107,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 19:09:39.905 +0300","[1748880576956]","2025-06-02 19:07:52.025 +0300","false",0
208,"Anonymized","Anonymized",187,"Anonymized","2025-06-02 22:47:47.053 +0300","America/New_York","control",8,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 22:56:07.162 +0300","[1748894164470]","2025-06-02 22:55:58.800 +0300","false",0
119,"Anonymized","Anonymized",94,"Anonymized","2025-06-02 22:37:49.455 +0300","America/New_York","intervention",146,6,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 22:56:25.644 +0300","[1748894182862]","2025-06-02 22:53:59.039 +0300","false",26
487,"Anonymized","Anonymized",NA,"Anonymized","2025-06-03 02:48:58.468 +0300","","intervention",0,0,"fomo","long","false","","","","false",0
88,"Anonymized","Anonymized",62,"Anonymized","2025-06-02 18:47:44.397 +0300","America/Phoenix","control",10,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 18:54:02.074 +0300","[1748879640234]","2025-06-02 18:53:51.626 +0300","false",0
33,"Anonymized","Anonymized",19,"Anonymized","2025-06-02 18:37:24.471 +0300","America/Los_Angeles","intervention",51,2,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 18:54:18.364 +0300","[1748879656777]","2025-06-02 18:53:26.750 +0300","false",8
36,"Anonymized","Anonymized",23,"Anonymized","2025-06-02 18:38:05.726 +0300","America/New_York","control",4,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 18:54:44.509 +0300","[1748879682958]","2025-06-02 18:54:39.938 +0300","false",0
213,"Anonymized","Anonymized",186,"Anonymized","2025-06-02 22:48:07.062 +0300","Africa/Nairobi","intervention",33,1,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 22:57:14.292 +0300","[1748894230556]","2025-06-02 22:56:40.558 +0300","false",1
160,"Anonymized","Anonymized",132,"Anonymized","2025-06-02 22:41:35.909 +0300","America/New_York","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 22:58:16.060 +0300","[1748894293364]","2025-06-02 22:58:09.910 +0300","false",0
86,"Anonymized","Anonymized",61,"Anonymized","2025-06-02 18:47:13.053 +0300","America/Los_Angeles","control",0,0,"","long","false","","","","false",0
621,"Anonymized","Anonymized",571,"Anonymized","2025-06-03 04:51:07.543 +0300","America/Chicago","control",3,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-03 05:09:49.034 +0300","[1748916587649]","2025-06-03 05:09:45.097 +0300","false",0
238,"Anonymized","Anonymized",213,"Anonymized","2025-06-02 22:52:36.793 +0300","America/New_York","control",7,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:01:19.999 +0300","[1748894477366]","2025-06-02 23:01:12.580 +0300","false",0
376,"Anonymized","Anonymized",340,"Anonymized","2025-06-02 23:44:39.007 +0300","America/New_York","control",34,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-02 23:52:14.361 +0300","[1748897529296]","2025-06-02 23:51:39.753 +0300","false",0
132,"Anonymized","Anonymized",NA,"Anonymized","2025-06-02 22:39:19.308 +0300","","control",0,0,"","short","false","","","","false",0
677,"Anonymized","Anonymized",623,"Anonymized","2025-06-03 05:03:49.545 +0300","America/Los_Angeles","control",9,0,"Goodbye and take care. I hope you have a calm and peaceful day.","short","true","2025-06-03 05:11:26.235 +0300","[1748916683313]","2025-06-03 05:11:16.520 +0300","false",0
43,"Anonymized","Anonymized",29,"Anonymized","2025-06-02 18:38:44.700 +0300","America/Los_Angeles","control",14,1,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 18:55:22.531 +0300","[1748879717047]","2025-06-02 18:55:07.826 +0300","false",2
50,"Anonymized","Anonymized",37,"Anonymized","2025-06-02 18:39:25.965 +0300","America/Los_Angeles","control",6,0,"Goodbye and take care. I hope you have a calm and peaceful day.","long","true","2025-06-02 18:55:43.632 +0300","[1748879741269]","2025-06-02 18:55:36.668 +0300","false",0
92,"Anonymized","Anonymized",68,"Anonymized","2025-06-02 18:50:22.224 +0300","America/New_York","intervention",71,4,"Oh, okay. But before you go, I want to say one more thing.","long","true","2025-06-02 19:08:20.322 +0300","[1748880498561]","2025-06-02 19:07:08.497 +0300","false",11
69,"Anonymized","Anonymized",54,"Anonymized","2025-06-02 18:41:56.178 +0300","America/New_York","intervention",328,7,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:56:27.056 +0300","[1748879468029,1748879783607]","2025-06-02 18:50:58.435 +0300","false",52
56,"Anonymized","Anonymized",39,"Anonymized","2025-06-02 18:39:56.538 +0300","America/Chicago","intervention",602,17,"Oh, okay. But before you go, I want to say one more thing.","short","true","2025-06-02 18:56:50.273 +0300","[]","2025-06-02 18:46:47.760 +0300","true",84
